Date,Open,High,Low,Price_USD,Volume,USD_Index,Inflation_Rate,Interest_Rate
2023-08-28,2500.9,2520.62,2497.52,2511.65,55191,89.49,2.24,3.92
2023-08-29,2517.06,2518.54,2504.49,2514.35,164214,96.51,2.32,3.42
2023-08-30,2496.94,2525.22,2492.08,2512.98,48818,89.16,1.99,3.65
2023-08-31,2490.29,2519.45,2486.31,2504.2,48602,95.33,2.05,3.68
2023-09-01,2514.67,2518.18,2504.75,2508.51,117479,88.86,1.95,3.92
2023-09-04,2507.13,2511.97,2506.05,2511.25,60189,89.14,2.28,3.99
2023-09-05,2504.21,2538.5,2483.67,2511.66,80790,93.24,2.12,3.72
2023-09-06,2513.29,2524.21,2490.67,2503.75,101242,90.66,1.89,3.85
2023-09-07,2520.46,2528.66,2497.13,2517.98,129329,93.39,1.9,3.8
2023-09-08,2533.22,2542.83,2524.82,2526.61,90360,97.18,2.02,4.19
2023-09-11,2537.9,2546.34,2528.78,2539.17,201122,92.23,1.94,3.82
2023-09-12,2558.8,2567.17,2523.1,2538.39,98698,96.69,2.38,3.81
2023-09-13,2521.68,2534.52,2502.61,2526.26,158945,93.49,2.22,3.75
2023-09-14,2556.84,2573.38,2541.81,2543.52,110351,94.99,2.22,3.59
2023-09-15,2544.24,2565.79,2542.01,2544.71,231534,86.71,2.07,3.97
2023-09-18,2530.97,2547.27,2530.16,2543.59,150745,94.19,1.81,3.82
2023-09-19,2552.3,2567.08,2531.54,2548.61,100447,93.78,2.19,3.8
2023-09-20,2562.09,2576.54,2556.7,2559.68,126947,91.63,1.49,3.89
2023-09-21,2553.1,2567.05,2535.58,2561.17,88936,97.26,2.05,3.62
2023-09-22,2566.08,2582.22,2564.35,2573.2,88578,91.24,1.81,4.12
2023-09-25,2586.77,2595.12,2576.01,2586.96,58608,88.39,1.78,3.57
2023-09-26,2582.6,2594.06,2574.77,2579.9,71445,94.4,1.89,4.11
2023-09-27,2557.03,2588.91,2550.2,2576.12,225119,88.9,1.98,3.84
2023-09-28,2593.77,2615.86,2584.91,2585.6,60985,92.61,2.0,3.78
2023-09-29,2561.48,2569.91,2548.48,2565.29,75947,95.85,2.2,3.94
2023-10-02,2558.75,2574.45,2548.14,2569.01,95083,93.73,1.96,3.78
2023-10-03,2566.36,2574.04,2551.59,2559.14,96359,91.91,1.97,3.97
2023-10-04,2556.8,2562.71,2555.62,2556.98,115092,91.66,1.65,3.87
2023-10-05,2565.58,2583.34,2548.32,2556.26,81826,95.71,1.68,3.93
2023-10-06,2558.41,2576.33,2553.83,2555.05,117965,89.5,2.07,3.97
2023-10-09,2555.5,2561.99,2549.3,2555.51,155897,94.48,2.15,3.78
2023-10-10,2547.2,2553.34,2539.22,2548.37,163841,98.06,1.93,3.95
2023-10-11,2572.24,2573.65,2556.57,2568.52,88698,93.85,2.23,3.88
2023-10-12,2582.17,2594.48,2574.08,2585.38,126063,91.82,1.64,4.0
2023-10-13,2571.03,2585.29,2570.81,2577.63,62414,92.05,2.09,3.74
2023-10-16,2600.23,2607.31,2593.98,2595.48,73962,91.17,1.78,4.0
2023-10-17,2592.8,2594.81,2592.71,2593.92,61728,90.75,1.76,3.67
2023-10-18,2596.95,2609.18,2591.63,2596.69,96925,92.66,1.8,3.49
2023-10-19,2606.37,2610.8,2589.57,2597.88,70004,94.06,1.97,3.58
2023-10-20,2593.3,2602.88,2584.35,2594.19,53729,96.41,2.1,3.73
2023-10-23,2607.36,2621.2,2603.56,2607.24,84592,87.43,2.08,3.81
2023-10-24,2605.3,2613.4,2602.56,2609.99,49442,86.21,1.91,3.77
2023-10-25,2611.16,2613.77,2602.7,2607.79,167858,96.39,2.14,3.89
2023-10-26,2601.53,2603.21,2590.06,2598.8,78983,92.5,2.41,3.58
2023-10-27,2600.21,2603.07,2591.64,2593.2,146404,92.66,1.95,4.02
2023-10-30,2580.3,2590.8,2573.09,2584.79,81078,93.67,2.01,3.96
2023-10-31,2583.04,2616.53,2579.06,2586.59,61207,91.94,1.83,3.89
2023-11-01,2584.68,2597.01,2570.62,2578.55,157977,97.38,1.88,3.94
2023-11-02,2580.04,2598.56,2561.48,2578.09,102281,93.68,2.29,3.51
2023-11-03,2583.9,2597.29,2580.23,2590.94,209979,91.27,2.3,3.85
2023-11-06,2615.96,2627.12,2594.59,2605.75,81911,91.43,1.93,3.85
2023-11-07,2593.91,2608.63,2592.17,2607.2,82621,91.96,2.1,3.88
2023-11-08,2614.33,2616.29,2605.35,2608.2,147549,90.37,2.21,3.86
2023-11-09,2615.45,2635.87,2604.08,2625.41,147960,96.47,1.87,3.79
2023-11-10,2646.34,2646.92,2622.06,2631.45,104963,92.53,1.65,3.78
2023-11-13,2621.59,2642.14,2616.97,2633.79,374784,89.28,2.15,3.89
2023-11-14,2632.78,2646.66,2622.34,2623.71,88236,93.26,2.2,3.62
2023-11-15,2628.05,2637.8,2618.54,2628.69,59409,95.83,2.17,3.76
2023-11-16,2634.4,2643.63,2624.5,2637.3,66103,94.84,1.88,3.62
2023-11-17,2635.26,2646.44,2632.87,2633.79,88442,90.31,2.36,3.68
2023-11-20,2646.28,2656.53,2640.71,2641.28,181227,89.4,2.05,3.29
2023-11-21,2632.83,2659.4,2630.01,2639.99,91625,95.75,1.69,3.56
2023-11-22,2633.73,2658.61,2619.33,2640.19,184687,88.12,1.58,3.62
2023-11-23,2626.42,2633.87,2610.11,2621.31,117450,93.19,1.9,3.62
2023-11-24,2607.77,2641.22,2600.54,2621.2,152260,90.84,2.03,3.63
2023-11-27,2629.65,2642.6,2618.31,2634.27,115250,95.49,1.9,3.5
2023-11-28,2654.76,2671.34,2627.87,2630.77,114886,89.58,2.47,3.62
2023-11-29,2625.28,2641.69,2622.95,2632.93,133396,90.22,2.08,3.83
2023-11-30,2637.45,2643.21,2613.48,2628.4,78693,93.77,1.73,3.62
2023-12-01,2628.48,2638.58,2625.97,2633.11,79040,94.2,1.41,3.86
2023-12-04,2640.4,2641.46,2623.16,2636.38,113529,95.6,2.03,3.84
2023-12-05,2635.48,2640.9,2624.31,2630.32,214581,93.41,2.22,3.56
2023-12-06,2652.07,2665.35,2637.93,2643.12,53300,93.04,2.44,3.73
2023-12-07,2651.01,2657.45,2645.91,2652.61,43841,94.75,1.92,3.45
2023-12-08,2665.1,2682.29,2632.68,2649.3,88832,88.72,2.41,3.49
2023-12-11,2653.85,2660.22,2651.61,2658.56,149094,89.9,1.64,3.65
2023-12-12,2666.68,2671.56,2637.49,2664.81,100765,88.86,1.89,3.71
2023-12-13,2673.93,2687.84,2655.25,2671.96,61837,85.33,1.72,3.87
2023-12-14,2650.54,2662.66,2647.38,2659.49,101888,94.2,2.17,3.6
2023-12-15,2667.4,2671.97,2651.67,2669.69,49355,95.63,1.65,3.65
2023-12-18,2671.32,2674.6,2660.78,2670.03,126952,93.44,2.08,3.63
2023-12-19,2665.31,2678.32,2665.18,2668.77,87234,93.01,1.67,3.88
2023-12-20,2712.53,2717.81,2666.43,2692.81,95529,92.17,2.42,3.81
2023-12-21,2690.36,2711.35,2686.27,2697.14,117110,92.08,1.88,3.66
2023-12-22,2705.17,2714.13,2683.08,2695.64,107181,96.18,2.07,3.72
2023-12-25,2689.01,2691.63,2666.04,2682.12,79498,95.88,1.53,3.65
2023-12-26,2695.55,2714.44,2686.9,2695.66,149260,90.48,1.6,3.75
2023-12-27,2679.06,2694.46,2667.6,2686.03,135777,94.76,1.78,3.72
2023-12-28,2673.14,2690.86,2668.12,2679.31,48546,95.09,2.19,3.54
2023-12-29,2674.11,2693.46,2661.32,2678.28,90030,93.65,2.14,3.6
2024-01-01,2680.22,2733.49,2676.31,2694.65,64079,92.92,2.25,3.6
2024-01-02,2694.09,2702.68,2687.67,2702.23,59443,92.8,1.6,3.59
2024-01-03,2689.87,2717.24,2685.42,2701.89,122278,88.22,2.1,3.49
2024-01-04,2716.44,2727.45,2693.53,2705.52,83474,87.98,1.84,3.61
2024-01-05,2706.42,2717.21,2687.48,2701.41,93236,93.88,1.78,3.48
2024-01-08,2711.85,2731.1,2687.66,2705.47,75517,89.15,1.84,3.46
2024-01-09,2711.89,2716.43,2692.71,2707.1,114470,88.43,1.95,3.53
2024-01-10,2717.75,2723.17,2698.65,2716.39,129487,86.67,2.14,3.59
2024-01-11,2737.63,2741.13,2718.16,2725.69,235178,90.63,2.26,3.73
2024-01-12,2725.94,2732.94,2693.87,2730.95,91822,92.74,2.11,3.65
2024-01-15,2731.6,2735.08,2724.32,2730.73,55305,92.94,2.14,3.7
2024-01-16,2744.27,2761.43,2720.72,2738.14,80695,93.9,2.44,3.79
2024-01-17,2727.51,2743.6,2726.86,2738.36,138527,90.79,2.15,3.44
2024-01-18,2755.42,2758.78,2729.53,2730.06,72471,92.07,1.93,3.63
2024-01-19,2727.84,2729.74,2726.99,2727.6,54565,93.93,2.13,3.63
2024-01-22,2732.4,2734.89,2730.79,2731.23,73077,92.96,2.41,3.55
2024-01-23,2750.42,2771.48,2736.01,2740.09,79750,90.3,1.76,3.64
2024-01-24,2747.05,2753.42,2723.57,2739.53,64018,92.51,1.87,3.52
2024-01-25,2730.44,2737.94,2729.31,2730.12,107687,86.84,2.34,3.6
2024-01-26,2732.69,2748.41,2720.49,2731.63,95644,91.8,1.91,3.28
2024-01-29,2723.17,2748.14,2703.41,2735.51,135385,90.24,2.17,3.49
2024-01-30,2733.56,2750.82,2730.95,2738.13,82591,95.57,2.31,3.59
2024-01-31,2751.36,2751.69,2745.67,2747.09,123404,89.29,1.67,3.64
2024-02-01,2760.62,2783.54,2751.43,2756.95,81071,91.99,1.88,3.35
2024-02-02,2762.9,2767.82,2736.37,2752.82,62827,90.64,2.29,3.46
2024-02-05,2749.41,2769.5,2744.06,2750.4,79442,90.32,1.95,3.31
2024-02-06,2731.01,2757.44,2723.44,2742.42,51673,92.7,1.48,3.41
2024-02-07,2758.2,2766.69,2740.44,2749.49,201851,90.68,1.86,3.51
2024-02-08,2774.99,2793.34,2759.44,2763.09,104506,96.3,2.19,3.61
2024-02-09,2768.81,2781.15,2750.65,2761.37,71814,86.74,2.31,3.59
2024-02-12,2760.85,2769.35,2746.6,2762.21,84875,93.25,2.0,3.48
2024-02-13,2784.73,2796.67,2770.2,2776.03,37042,91.4,2.11,3.34
2024-02-14,2810.1,2812.28,2770.87,2781.49,175210,91.47,1.9,3.42
2024-02-15,2787.31,2788.48,2779.48,2786.35,168487,92.33,2.22,3.82
2024-02-16,2766.02,2780.79,2754.56,2776.95,103054,94.11,2.35,3.22
2024-02-19,2780.95,2794.5,2771.51,2785.85,112171,92.24,2.18,3.24
2024-02-20,2783.95,2792.26,2774.95,2778.74,59452,94.11,1.96,3.45
2024-02-21,2756.52,2772.8,2732.28,2769.86,61206,91.76,2.1,3.52
2024-02-22,2769.27,2773.04,2766.35,2767.86,50065,89.06,2.23,3.54
2024-02-23,2766.94,2774.82,2730.01,2763.79,92556,91.44,2.0,3.45
2024-02-26,2777.53,2779.58,2761.67,2764.8,150906,94.54,2.19,3.17
2024-02-27,2764.12,2773.15,2748.13,2753.3,84686,90.68,2.09,3.37
2024-02-28,2769.82,2770.46,2753.86,2762.65,113445,88.96,2.35,3.13
2024-02-29,2755.52,2774.46,2750.54,2773.51,146025,93.17,2.17,3.45
2024-03-01,2765.19,2768.09,2745.45,2757.58,51552,92.53,1.87,3.46
2024-03-04,2774.89,2794.49,2762.85,2769.03,206535,89.72,2.35,3.36
2024-03-05,2765.12,2766.58,2751.94,2762.99,156831,91.09,2.11,3.2
2024-03-06,2757.11,2782.63,2755.56,2771.49,121243,91.18,1.96,3.25
2024-03-07,2765.46,2774.47,2756.89,2771.92,142862,91.65,1.66,3.13
2024-03-08,2763.5,2775.85,2761.46,2773.21,145572,93.24,2.06,3.36
2024-03-11,2757.76,2775.86,2749.14,2774.54,110974,90.61,2.46,3.83
2024-03-12,2786.16,2786.84,2785.33,2786.18,174784,93.32,1.32,3.34
2024-03-13,2769.71,2779.46,2766.7,2776.36,82366,90.28,1.33,3.29
2024-03-14,2804.63,2815.39,2781.02,2782.71,118743,95.75,2.19,3.38
2024-03-15,2792.01,2809.79,2769.1,2793.42,167486,95.77,2.06,3.17
2024-03-18,2813.59,2820.95,2798.67,2802.71,33641,89.37,2.17,3.17
2024-03-19,2811.06,2834.5,2789.31,2824.36,117616,88.36,1.87,3.24
2024-03-20,2816.22,2829.11,2804.77,2820.7,131905,93.88,1.47,3.46
2024-03-21,2831.09,2832.85,2818.86,2830.27,49842,92.04,1.8,3.38
2024-03-22,2822.67,2839.06,2800.32,2830.38,110495,92.78,2.39,3.3
2024-03-25,2840.81,2852.53,2832.85,2844.42,71863,89.71,1.89,3.43
2024-03-26,2843.54,2854.37,2838.59,2845.4,115696,91.01,1.9,3.57
2024-03-27,2840.99,2852.76,2835.03,2842.99,95034,90.49,1.35,3.42
2024-03-28,2871.66,2884.26,2855.71,2855.77,67607,92.06,1.56,3.15
2024-03-29,2855.64,2860.08,2852.2,2852.41,153870,88.2,2.29,3.02
2024-04-01,2846.85,2847.05,2832.09,2842.76,83504,91.1,1.94,3.03
2024-04-02,2843.79,2846.54,2811.94,2839.19,109972,88.22,2.26,3.42
2024-04-03,2851.02,2872.42,2822.46,2845.79,166978,90.05,1.82,3.18
2024-04-04,2858.65,2879.05,2847.57,2859.36,68413,91.04,1.64,3.41
2024-04-05,2858.67,2864.56,2856.65,2861.42,99034,92.54,1.95,3.21
2024-04-08,2877.82,2879.81,2874.56,2876.38,80972,92.69,1.87,3.33
2024-04-09,2875.11,2889.42,2854.89,2865.17,88532,93.16,1.81,3.38
2024-04-10,2871.9,2898.84,2860.92,2862.23,233849,87.57,1.81,3.15
2024-04-11,2858.63,2866.55,2856.88,2860.7,118504,94.44,1.98,3.39
2024-04-12,2867.32,2871.76,2830.58,2860.73,111908,89.67,1.89,3.16
2024-04-15,2862.85,2868.38,2853.31,2864.53,121739,89.83,1.78,3.15
2024-04-16,2872.13,2874.12,2863.28,2871.83,117254,91.91,2.47,3.37
2024-04-17,2864.8,2885.48,2857.3,2868.88,47556,90.4,2.13,3.34
2024-04-18,2869.64,2878.94,2858.71,2871.2,247385,92.14,2.06,3.31
2024-04-19,2883.42,2894.47,2853.73,2871.86,54954,92.6,2.0,3.08
2024-04-22,2867.34,2867.88,2865.09,2866.54,197409,89.35,2.19,3.17
2024-04-23,2867.74,2883.8,2833.25,2866.58,126399,90.8,2.15,3.33
2024-04-24,2853.9,2890.19,2840.79,2866.35,106118,90.87,1.76,3.57
2024-04-25,2863.26,2883.45,2843.1,2865.92,87361,93.65,1.64,3.49
2024-04-26,2865.2,2871.4,2848.64,2867.27,279865,90.09,1.45,3.15
2024-04-29,2863.86,2871.37,2858.28,2871.01,125717,89.97,2.47,3.11
2024-04-30,2868.35,2870.76,2864.64,2868.16,99416,88.69,1.91,3.47
2024-05-01,2877.05,2885.0,2854.6,2880.76,79689,88.93,2.17,3.29
2024-05-02,2871.92,2895.03,2862.72,2871.23,75958,87.86,2.08,3.13
2024-05-03,2866.83,2876.26,2862.4,2865.78,100734,89.5,2.25,3.22
2024-05-06,2885.76,2904.8,2877.46,2894.06,68033,95.13,2.01,3.0
2024-05-07,2882.23,2885.71,2878.2,2885.68,129554,92.91,1.7,3.34
2024-05-08,2875.14,2875.84,2859.53,2874.47,76247,94.42,1.77,3.39
2024-05-09,2892.44,2906.06,2875.96,2882.2,147558,88.82,1.94,3.41
2024-05-10,2866.68,2883.45,2860.56,2864.47,146244,86.39,1.63,3.35
2024-05-13,2859.7,2868.14,2851.24,2865.39,96550,92.05,1.82,3.12
2024-05-14,2889.35,2898.59,2869.51,2885.9,124507,95.81,1.73,3.3
2024-05-15,2887.67,2891.87,2863.3,2872.95,127025,90.02,1.95,3.38
2024-05-16,2863.99,2864.07,2847.71,2856.13,54998,91.55,1.91,3.3
2024-05-17,2848.4,2850.73,2843.1,2843.73,197338,87.42,2.06,3.28
2024-05-20,2861.04,2868.91,2850.89,2854.82,89116,91.37,2.25,3.18
2024-05-21,2878.4,2881.93,2862.43,2866.02,130382,90.94,1.98,3.01
2024-05-22,2871.7,2878.37,2854.85,2862.46,131853,86.04,1.66,3.42
2024-05-23,2874.57,2884.94,2857.4,2869.69,36467,88.65,1.53,3.13
2024-05-24,2892.6,2893.7,2876.33,2883.36,75904,88.4,2.08,3.32
2024-05-27,2893.3,2917.79,2889.39,2902.72,138157,87.16,1.87,3.5
2024-05-28,2888.47,2909.94,2881.32,2901.55,101204,89.31,2.0,3.26
2024-05-29,2883.02,2919.91,2868.85,2881.66,130038,92.47,2.12,3.3
2024-05-30,2875.88,2881.57,2867.63,2875.29,102431,89.64,2.4,2.98
2024-05-31,2867.8,2872.92,2865.26,2872.49,161418,94.1,1.6,3.01
2024-06-03,2880.32,2881.89,2871.73,2873.2,103322,90.32,1.79,3.3
2024-06-04,2856.51,2895.32,2847.89,2872.57,174492,92.05,2.02,3.02
2024-06-05,2879.15,2890.41,2874.2,2883.78,66701,92.43,1.76,2.9
2024-06-06,2892.24,2902.6,2883.6,2896.46,93802,94.97,1.67,2.85
2024-06-07,2881.75,2915.0,2877.43,2895.96,77857,89.35,2.37,3.06
2024-06-10,2922.14,2926.4,2907.85,2909.09,115318,92.2,1.79,3.05
2024-06-11,2901.57,2919.13,2890.53,2913.45,88303,88.71,1.72,3.23
2024-06-12,2909.98,2924.3,2901.17,2915.13,90056,95.37,1.76,2.93
2024-06-13,2932.52,2941.9,2913.72,2924.55,74465,88.43,2.32,3.28
2024-06-14,2931.98,2953.18,2926.06,2926.3,82101,91.98,1.88,2.89
2024-06-17,2938.66,2963.51,2938.03,2948.47,98310,94.84,1.71,2.89
2024-06-18,2942.24,2952.53,2933.8,2936.23,43978,87.99,1.84,3.08
2024-06-19,2935.11,2936.78,2927.99,2932.56,39312,92.49,2.04,3.07
2024-06-20,2953.0,2958.98,2922.83,2932.48,101079,88.52,2.28,3.14
2024-06-21,2941.19,2941.25,2918.63,2937.63,32608,96.8,2.26,2.88
2024-06-24,2951.27,2966.31,2934.7,2952.52,91376,86.19,1.86,3.1
2024-06-25,2945.8,2953.44,2940.01,2953.39,84891,87.13,1.92,2.79
2024-06-26,2934.72,2947.64,2933.21,2941.28,122616,88.16,2.58,2.71
2024-06-27,2942.89,2960.19,2941.31,2950.19,75447,88.21,2.31,3.31
2024-06-28,2970.49,2977.84,2945.35,2958.32,184943,92.2,1.99,3.19
2024-07-01,2943.56,2947.73,2920.64,2943.4,138588,95.46,1.49,3.03
2024-07-02,2949.46,2971.78,2942.58,2944.46,53910,93.84,1.95,2.72
2024-07-03,2944.15,2960.99,2929.0,2930.84,88102,91.59,1.73,2.95
2024-07-04,2905.09,2932.62,2892.04,2925.8,181838,91.05,1.85,3.08
2024-07-05,2929.77,2931.54,2901.72,2918.57,74678,89.54,1.82,2.95
2024-07-08,2929.62,2946.04,2908.35,2929.13,96649,91.99,2.01,3.24
2024-07-09,2935.12,2944.45,2921.97,2931.3,173104,90.48,2.08,3.1
2024-07-10,2913.28,2947.33,2888.91,2920.54,79519,91.52,1.88,2.86
2024-07-11,2923.1,2942.08,2910.48,2929.73,154692,89.16,1.75,2.76
2024-07-12,2921.89,2925.84,2912.68,2917.61,68596,88.05,2.02,3.13
2024-07-15,2944.67,2965.72,2920.81,2923.75,31099,91.1,1.94,3.11
2024-07-16,2926.13,2936.64,2904.41,2917.35,161362,91.07,1.59,3.1
2024-07-17,2926.14,2934.33,2902.59,2915.08,117652,89.58,2.22,3.23
2024-07-18,2919.11,2923.79,2909.54,2920.79,120792,89.13,1.89,3.05
2024-07-19,2921.41,2930.05,2898.82,2926.68,63755,92.42,2.0,2.99
2024-07-22,2935.27,2945.56,2926.18,2942.16,65818,92.1,2.02,3.08
2024-07-23,2938.18,2952.2,2928.66,2942.49,156400,95.65,2.07,3.15
2024-07-24,2928.28,2949.55,2928.1,2946.43,108801,94.4,2.11,3.06
2024-07-25,2937.06,2947.99,2925.28,2943.46,94185,87.97,1.75,2.96
2024-07-26,2941.29,2962.14,2925.16,2946.24,107836,90.47,2.15,3.1
2024-07-29,2951.91,2965.56,2951.56,2953.46,180484,87.51,1.99,2.96
2024-07-30,2954.81,2962.75,2949.1,2953.64,131857,86.32,2.35,2.87
2024-07-31,2941.19,2953.98,2927.38,2938.0,81645,96.47,2.28,2.96
2024-08-01,2942.03,2944.67,2922.22,2942.16,56308,94.66,2.41,2.89
2024-08-02,2941.5,2955.68,2939.54,2946.64,124894,89.37,1.84,2.92
2024-08-05,2926.12,2949.65,2925.18,2943.46,68214,94.07,2.4,2.8
2024-08-06,2927.6,2935.69,2922.83,2932.66,61515,94.48,2.1,3.08
2024-08-07,2938.82,2951.27,2924.73,2947.42,167091,86.14,2.25,2.96
2024-08-08,2957.21,2984.56,2950.73,2953.08,139939,93.05,2.25,3.03
2024-08-09,2960.1,2960.99,2943.07,2952.05,115182,89.7,2.2,2.99
2024-08-12,2952.92,2960.21,2940.45,2944.62,60152,91.91,1.81,2.78
2024-08-13,2944.77,2967.65,2935.51,2938.1,201936,98.5,2.32,3.11
2024-08-14,2950.1,2961.44,2939.13,2951.28,148977,94.89,2.17,2.87
2024-08-15,2949.03,2966.5,2944.96,2953.66,87420,90.6,1.72,2.85
2024-08-16,2943.02,2960.89,2931.71,2949.63,80329,94.49,1.97,2.93
2024-08-19,2944.14,2962.43,2932.49,2957.51,101864,86.1,1.79,2.93
2024-08-20,2959.81,2972.07,2949.28,2951.03,81522,92.19,1.73,3.28
2024-08-21,2964.56,2970.21,2953.8,2966.12,239124,92.19,2.3,2.98
2024-08-22,2968.75,2982.59,2949.28,2979.89,84608,92.58,1.72,2.81
2024-08-23,2969.24,2984.13,2948.13,2976.62,64398,89.56,1.76,3.17
2024-08-26,2966.16,2987.14,2965.85,2973.89,186347,91.8,2.59,2.63
2024-08-27,2950.94,2975.39,2944.78,2950.56,78619,93.07,1.98,2.8
2024-08-28,2947.32,2948.92,2934.44,2937.91,135208,85.17,2.26,2.79
2024-08-29,2923.58,2937.63,2911.77,2926.63,129334,90.23,2.38,2.87
2024-08-30,2909.17,2932.99,2901.55,2928.97,96430,88.75,2.29,2.92
2024-09-02,2927.41,2937.92,2915.87,2929.07,66889,92.67,2.13,2.92
2024-09-03,2916.4,2931.36,2904.56,2917.77,96831,94.5,2.09,2.92
2024-09-04,2914.3,2921.96,2910.66,2916.27,61824,89.53,2.23,2.94
2024-09-05,2916.5,2926.62,2904.94,2922.0,97783,88.32,2.04,2.84
2024-09-06,2929.86,2944.07,2926.27,2927.95,134472,91.31,2.27,3.04
2024-09-09,2914.15,2923.69,2895.18,2913.57,196243,88.19,2.04,2.6
2024-09-10,2913.26,2937.17,2901.06,2913.48,63886,90.51,2.07,2.45
2024-09-11,2905.48,2911.27,2893.86,2901.89,89305,90.29,2.57,2.94
2024-09-12,2907.47,2922.99,2903.42,2911.22,80023,92.53,1.98,2.78
2024-09-13,2915.25,2938.01,2913.87,2919.51,110138,91.84,2.11,3.09
2024-09-16,2926.42,2940.2,2901.94,2914.36,53705,91.47,2.21,2.98
2024-09-17,2913.29,2915.11,2894.43,2908.41,68086,95.18,2.23,2.91
2024-09-18,2912.48,2913.83,2900.46,2905.27,50171,91.78,2.18,2.74
2024-09-19,2896.41,2903.3,2879.76,2885.8,55529,90.14,1.8,2.91
2024-09-20,2894.49,2908.71,2885.82,2889.93,75797,90.43,2.15,2.75
2024-09-23,2898.56,2902.33,2881.58,2890.51,192596,89.25,2.17,2.81
2024-09-24,2886.7,2914.3,2869.6,2900.44,113441,88.58,2.4,2.75
2024-09-25,2893.26,2907.07,2891.43,2891.49,101315,87.68,2.3,2.84
2024-09-26,2885.35,2903.99,2875.32,2886.93,169186,94.01,2.41,2.76
2024-09-27,2888.8,2901.13,2853.01,2874.33,115086,89.43,1.86,2.94
2024-09-30,2876.28,2886.06,2867.56,2868.3,119495,92.04,1.87,2.85
2024-10-01,2853.3,2862.97,2839.42,2858.7,81698,90.54,2.2,2.71
2024-10-02,2871.96,2885.11,2861.39,2868.75,76501,91.17,2.4,2.71
2024-10-03,2864.95,2870.65,2834.82,2863.51,58427,94.15,2.07,2.59
2024-10-04,2869.6,2875.86,2849.73,2865.7,77618,91.7,1.93,2.48
2024-10-07,2856.55,2865.38,2852.48,2865.3,88237,88.95,1.72,2.91
2024-10-08,2858.01,2870.8,2845.71,2854.93,113310,89.89,2.21,2.71
2024-10-09,2852.52,2870.87,2848.78,2854.48,97274,93.45,2.09,2.58
2024-10-10,2863.36,2876.91,2849.0,2860.93,85303,92.49,2.01,2.83
2024-10-11,2844.93,2865.45,2831.99,2851.13,68550,93.62,2.35,2.65
2024-10-14,2856.42,2876.38,2839.16,2861.44,115803,90.68,2.1,2.74
2024-10-15,2864.91,2875.21,2834.2,2854.85,80893,87.81,2.12,2.56
2024-10-16,2842.58,2864.17,2835.85,2851.57,113722,92.58,2.35,2.85
2024-10-17,2849.02,2863.81,2836.86,2857.4,45921,91.92,2.67,2.76
2024-10-18,2852.06,2858.72,2848.0,2852.5,112935,92.01,2.01,2.82
2024-10-21,2849.26,2856.0,2833.14,2855.87,133087,87.84,1.91,2.67
2024-10-22,2846.52,2870.13,2835.95,2854.1,126476,89.7,1.88,2.77
2024-10-23,2857.23,2879.03,2838.6,2856.32,91245,88.95,2.25,2.51
2024-10-24,2823.23,2838.98,2807.12,2836.04,142361,92.37,1.86,3.07
2024-10-25,2812.26,2850.79,2786.6,2820.79,59326,92.52,2.04,2.79
2024-10-28,2846.71,2850.09,2822.8,2829.27,95255,91.29,2.06,2.98
2024-10-29,2843.5,2854.13,2821.63,2839.58,91367,93.78,2.52,2.68
2024-10-30,2826.16,2835.05,2822.71,2832.5,149426,95.12,2.43,2.56
2024-10-31,2834.93,2843.17,2822.32,2831.38,43993,92.28,1.75,2.64
2024-11-01,2839.89,2843.94,2819.24,2835.06,64650,93.06,2.53,2.7
2024-11-04,2852.77,2866.85,2828.47,2844.28,198570,89.99,1.83,2.69
2024-11-05,2826.14,2837.24,2819.54,2827.22,37338,89.6,2.18,2.98
2024-11-06,2828.65,2832.28,2810.72,2820.39,136730,93.96,1.93,2.57
2024-11-07,2801.25,2830.49,2800.34,2818.48,74598,89.26,2.04,2.61
2024-11-08,2816.83,2834.44,2802.17,2825.78,109303,93.16,1.89,2.8
2024-11-11,2852.54,2857.74,2848.41,2851.14,173774,95.61,2.56,2.45
2024-11-12,2852.97,2856.43,2840.79,2850.15,110999,92.95,2.11,2.68
2024-11-13,2830.83,2856.61,2818.57,2838.6,175222,91.16,2.2,2.71
2024-11-14,2845.47,2845.94,2836.77,2843.25,81069,88.0,1.87,2.75
2024-11-15,2850.82,2876.22,2830.96,2856.17,85470,91.7,1.79,2.73
2024-11-18,2857.8,2867.58,2841.79,2860.18,135230,93.8,2.03,2.97
2024-11-19,2861.85,2886.33,2850.99,2853.08,82803,90.86,2.28,2.54
2024-11-20,2870.58,2878.75,2862.44,2862.77,125359,93.82,2.12,2.57
2024-11-21,2861.24,2878.87,2848.72,2869.82,158501,92.15,2.39,2.76
2024-11-22,2852.55,2874.01,2842.61,2861.63,139711,92.0,2.18,2.7
2024-11-25,2864.58,2879.05,2855.85,2868.11,52493,90.46,2.15,2.71
2024-11-26,2877.98,2901.27,2872.8,2878.21,86115,87.57,2.28,2.45
2024-11-27,2884.31,2893.8,2871.47,2890.02,110495,90.1,2.17,2.98
2024-11-28,2899.51,2907.19,2873.55,2890.48,89540,90.08,2.39,2.72
2024-11-29,2891.31,2893.14,2881.61,2888.3,101899,92.61,2.29,2.41
2024-12-02,2906.1,2909.79,2898.02,2902.57,111082,91.08,2.38,2.74
2024-12-03,2881.61,2910.74,2872.84,2892.6,79967,93.86,2.33,2.48
